Location,Time,TPopulation1Jan,TPopulationMale1July,TPopulationFemale1July,PopDensity,PopSexRatio,MedianAgePop,PopGrowthRate,Births,CBR,CDR,LEx,LExMale,LExFemale,LE15Male,LE15Female,LE65Male,LE65Female,LE80Male,LE80Female,IMR,LBsurvivingAge1,Q5,Q0040Male,Q0040Female,Q0060Male,Q0060Female,Q1550Male,Q1550Female,Q1560Male,Q1560Female,CNMR
China,1950,539190.005,280086.872,263892.362,56.6645,106.1368,22.2459,1.761,22350.731,41.049,23.192,43.7383,42.1145,45.6072,41.5822,45.4871,8.2552,9.9404,3.9911,4.4425,131.8054,20286.065,207.9062,398.4736,372.2687,643.7203,558.4043,308.7362,255.0254,512.4424,404.6381,-0.265
China,1951,548768.461,284806.732,268807.256,57.6681,105.952,21.9448,1.751,22197.814,40.094,22.412,44.5742,42.9824,46.3854,42.1499,45.9445,8.3728,10.0395,4.0258,4.446,128.5373,20198.115,201.7995,385.4894,361.3105,628.7047,545.8347,296.7936,247.053,497.6801,393.8798,-0.177
China,1952,558459.515,290417.889,274536.633,58.8494,105.7847,21.6114,2.299,25480.19,45.052,21.97,45.4143,43.7918,47.2541,42.5561,46.397,8.4347,10.1435,4.0269,4.4527,125.1266,23245.706,195.493,373.1789,349.0278,615.828,532.3049,288.0087,239.2722,486.7996,383.3733,-0.114
China,1953,571449.53,296602.92,280775.763,60.1436,105.6369,21.2678,2.054,24151.009,41.844,21.228,46.03,44.489,47.7561,43.1324,46.8219,8.5758,10.2416,4.0711,4.4574,122.1313,22083.786,189.9897,363.5054,342.3847,601.981,523.0872,276.4053,231.9848,471.6425,373.5948,-0.07
China,1954,583307.835,302872.643,287063.361,61.4517,105.5072,20.9536,2.247,25426.945,43.083,20.579,46.7536,45.1603,48.5342,43.5107,47.1822,8.6432,10.318,4.0755,4.454,120.468,23280.148,186.9541,353.4794,331.0385,590.3753,511.1367,268.4953,225.7074,461.404,365.3249,-0.043
China,1955,596564.173,309547.866,293772.281,62.8458,105.37,20.6797,2.24,25708.735,42.607,20.186,47.165,45.4494,49.0995,43.4622,47.3884,8.5136,10.3243,3.9705,4.4122,117.5465,23590.786,181.667,347.8135,322.4771,587.5392,502.9729,267.5835,221.5976,461.7491,360.4138,-0.028
China,1956,610076.12,315991.154,300291.868,64.1961,105.228,20.4559,2.014,24379.882,39.574,19.402,47.7271,46.0017,49.6654,43.7074,47.6325,8.5293,10.3557,3.9509,4.3913,114.7327,22419.486,176.6083,339.5333,314.194,578.7009,494.611,262.0634,216.9712,454.8539,354.8875,-0.021
China,1957,622489.923,322826.76,307176.264,65.6253,105.095,20.2014,2.385,27011.624,42.842,18.991,48.2609,46.5065,50.2269,43.9522,47.8899,8.5297,10.3943,3.9243,4.3785,112.1007,24889.436,171.8689,331.7019,306.0656,570.4874,486.2431,256.3175,212.0775,448.2145,349.2001,-0.019
China,1958,637516.126,329694.953,314096.628,67.0616,104.9661,19.9378,1.95,24301.954,37.775,18.238,48.7683,46.9704,50.7806,44.1463,48.1509,8.519,10.4402,3.8929,4.3733,109.2437,22441.312,166.7655,324.5827,298.2089,563.2898,478.054,251.6599,207.1455,442.8714,343.591,-0.028
China,1959,650067.035,333770.389,318408.805,67.9353,104.8245,19.8435,0.648,20457.256,31.406,24.832,39.696,38.2228,41.3801,40.5769,44.7749,7.5885,9.3445,3.5151,4.0103,157.0029,18206.232,261.6374,455.2513,426.3515,687.3646,607.9786,326.5676,261.7913,534.3609,421.5553,-0.089
China,1961,654050.032,334859.352,320401.028,68.2563,104.5126,20.0047,0.369,17152.672,26.185,22.216,40.4683,38.9816,42.1483,41.1033,45.2759,7.6303,9.4639,3.4791,4.0228,153.3855,15308.756,255.4696,442.9675,415.2788,674.8606,596.1383,314.1512,251.6345,521.1165,410.621,-0.273
China,1962,656470.729,339436.691,325177.959,69.2307,104.3849,19.8972,2.451,26932.558,40.402,15.64,50.8184,48.8128,53.0403,44.9781,49.2991,8.5489,10.7209,3.7741,4.3972,100.1032,25043.041,150.5577,297.0469,267.2198,533.5547,443.9048,232.9246,186.0496,420.3123,319.608,-0.329
China,1963,672758.57,349126.587,334776.97,71.24,104.2863,19.3868,3.26,33567.34,48.988,16.137,51.4082,49.4074,53.6083,45.3365,49.6128,8.6391,10.8166,3.7794,4.4106,97.7811,31266.974,146.4805,289.1033,259.8629,522.7804,435.0593,226.0623,180.5398,410.8342,313.046,-0.321
China,1964,695048.544,359543.811,345049.961,73.3952,104.2005,18.8339,2.71,30215.17,42.914,15.54,52.1561,50.157,54.3372,45.7748,50.0219,8.7724,10.9631,3.8083,4.4511,94.8829,28205.901,141.424,279.3754,250.863,509.355,423.6467,218.1241,173.9335,399.3416,304.5315,-0.26
China,1965,714138.999,369222.662,354623.687,75.4007,104.1168,18.4514,2.682,30282.564,41.83,14.835,52.9118,50.8676,55.1351,46.1772,50.5029,8.8901,11.1421,3.8317,4.511,91.8112,28334.006,136.0856,270.2086,241.3891,496.7928,410.9666,210.8857,166.5419,388.8347,294.6387,-0.178
China,1966,733553.699,378835.252,364113.289,77.3905,104.0432,18.1953,2.529,29388.14,39.562,14.168,53.6368,51.6385,55.7862,46.6586,50.8541,9.0777,11.2848,3.8965,4.5559,88.8761,27557.588,131.1023,261.3517,233.8053,482.6728,400.9741,203.3239,161.3938,376.4962,287.4701,-0.099
China,1967,752343.382,387933.43,373072.83,79.2715,103.9833,18.0812,2.277,27588.921,36.267,13.442,54.3512,52.3699,56.4663,47.1301,51.271,9.2461,11.4399,3.9542,4.6122,86.3527,25919.232,126.7994,252.7553,225.9194,469.1399,389.9445,195.7122,155.1584,364.5996,278.7982,-0.049
China,1968,769669.139,397723.08,382648.876,81.2887,103.9394,17.9995,2.743,31678.219,40.554,13.103,55.0569,53.1061,57.1226,47.6258,51.6732,9.4204,11.5878,4.0167,4.6685,83.9648,29814.06,122.7168,244.1959,218.3844,455.3821,379.2021,187.8203,149.2423,352.3318,270.3626,-0.048
China,1969,791074.773,408401.466,393029.51,83.4824,103.9111,17.9609,2.585,30923.151,38.589,12.651,55.7382,53.804,57.7744,48.0616,52.0668,9.5712,11.7348,4.0679,4.7288,81.499,29156.864,118.5417,236.0272,211.0212,442.7377,368.5351,181.0264,143.6422,341.6153,262.0897,-0.091
China,1970,811787.18,419118.743,403415.706,85.6807,103.8925,17.985,2.613,31541.15,38.337,12.058,56.607,54.6851,58.6166,48.5828,52.5287,9.7592,11.9196,4.1385,4.8135,78.0158,29812.3,112.6798,225.6806,201.5888,427.3969,355.2898,173.2075,137.5301,329.2022,252.6102,-0.154
China,1971,833281.72,429675.506,413609.918,87.8422,103.8842,18.0878,2.373,29749.961,35.288,11.343,57.5653,55.7031,59.4868,49.2344,53.0131,10.0209,12.1077,4.2478,4.9033,74.5065,28164.888,106.8262,214.4245,191.8823,409.4606,341.5258,164.1779,131.2099,314.2473,242.7246,-0.214
China,1972,853289.127,439630.744,423209.659,89.8792,103.8801,18.2618,2.214,28553.437,33.097,10.705,58.4184,56.525,60.3672,49.7002,53.5214,10.2011,12.3183,4.3133,5.011,71.1299,27076.626,101.2657,205.1172,182.495,395.5257,327.6681,157.8561,125.0274,303.5473,232.659,-0.25
China,1973,872391.679,449201.834,432450.246,91.8388,103.8736,18.4628,2.101,27608.339,31.317,10.064,59.3891,57.4488,61.3819,50.2585,54.174,10.4349,12.6125,4.4082,5.1699,67.7522,26225.742,95.7508,195.1326,172.517,379.8095,311.7353,150.7309,117.7477,291.1776,220.4218,-0.244
China,1974,890912.481,458195.834,441171.805,93.6841,103.8588,18.7088,1.88,25654.251,28.535,9.531,60.1683,58.1228,62.2821,50.5644,54.6878,10.5533,12.8495,4.4433,5.3032,64.3868,24413.591,90.3672,187.2961,163.5417,369.0834,298.1044,146.9066,112.3503,284.1806,210.9392,-0.195
China,1975,907822.798,466168.459,448956.202,95.3255,103.8338,19.0245,1.596,22960.535,25.105,9.011,60.917,58.8233,63.0842,50.9123,55.0973,10.6874,13.0058,4.489,5.3922,61.1339,21890.065,85.1776,179.3018,154.8352,357.6943,285.8299,142.5468,107.5842,276.3528,202.972,-0.126
China,1976,922426.524,473366.45,456009.474,96.81,103.8063,19.3661,1.496,21882.372,23.551,8.533,61.7956,59.6924,63.9698,51.3552,55.5342,10.8395,13.1616,4.5455,5.4821,57.5742,20905.719,79.3806,168.9239,145.031,343.4278,272.3363,136.4475,102.3281,266.4792,194.4719,-0.059
China,1977,936325.323,480027.754,462553.578,98.1856,103.7778,19.7418,1.327,20207.974,21.448,8.152,62.5379,60.4016,64.7474,51.7309,55.9506,10.9985,13.3398,4.6121,5.5912,54.4076,19343.384,74.4258,161.2962,137.2292,331.9099,260.754,132.0904,98.0175,258.4092,186.9295,-0.016
China,1978,948837.342,486353.454,468785.488,99.4936,103.7475,20.1429,1.32,20144.421,21.091,7.885,63.2177,61.05,65.4634,52.0537,56.3223,11.1328,13.4955,4.668,5.6891,51.5018,19317.98,69.9285,154.2163,130.0204,321.5335,250.1621,128.3833,94.1919,251.4975,180.2404,-0.01
China,1979,961440.543,492990.426,475308.544,100.8645,103.7201,20.5254,1.417,21194.207,21.881,7.706,63.8649,61.6771,66.1327,52.3904,56.6771,11.2779,13.6446,4.7309,5.7833,48.9145,20358.969,65.9672,147.6422,123.418,311.4401,240.303,124.6148,90.6059,244.5145,173.9803,-0.014
China,1980,975157.395,500100.633,482271.834,102.3305,103.6968,20.8382,1.469,21891.113,22.279,7.573,64.4198,62.2061,66.7187,52.6745,57.0052,11.3997,13.7827,4.7812,5.87,46.7585,21058.714,62.7312,142.1754,117.8457,302.9801,231.6474,121.4848,87.3315,238.7108,168.2869,-0.02
China,1981,989587.537,507632.639,489626.862,103.8812,103.6774,21.0221,1.539,22796.182,22.852,7.443,64.9755,62.7366,67.3047,52.9823,57.3642,11.5331,13.9418,4.8362,5.9649,44.8664,21957.683,59.865,136.8951,112.6198,294.4681,223.0705,118.1014,83.8776,232.629,162.3277,-0.028
China,1982,1004931.467,515860.624,497622.541,105.5712,103.665,21.0701,1.688,24611.652,24.271,7.369,65.4627,63.212,67.8071,53.2792,57.692,11.6643,14.0866,4.8884,6.0472,43.3723,23730.963,57.623,132.4089,108.3463,286.8402,215.6863,114.8964,80.7355,226.9518,156.9605,-0.036
China,1983,1022034.864,523847.28,505379.626,107.2111,103.6542,21.0891,1.398,21818.526,21.215,7.186,65.9045,63.6227,68.2873,53.5467,58.0284,11.7829,14.242,4.9314,6.1305,42.2429,21054.491,55.9499,128.6622,104.5339,280.275,208.7097,112.0337,77.6319,221.9761,151.6612,-0.043
China,1984,1036418.949,531433.418,512738.779,108.7679,103.646,21.3078,1.485,22980.371,22.0,7.105,66.3004,64.0173,68.6869,53.8436,58.3223,11.921,14.3736,4.9827,6.194,41.4954,22187.411,54.8378,125.4446,101.4643,273.8976,202.8434,108.9439,74.8701,216.6676,147.0325,-0.05
China,1985,1051925.445,539619.256,520620.722,110.4417,103.6492,21.661,1.568,24192.24,22.809,7.073,66.6434,64.3384,69.0596,54.0977,58.6335,12.0389,14.5215,5.0216,6.2616,41.0786,23364.409,54.2291,122.9506,98.9803,268.7177,197.4354,106.3003,72.0907,212.2277,142.3481,-0.057
China,1986,1068554.513,548585.934,529184.59,112.2678,103.6663,22.1057,1.71,26128.159,24.229,7.063,66.9697,64.6461,69.4114,54.3636,58.9507,12.1664,14.677,5.0654,6.3282,40.8857,25237.565,53.9381,120.7626,96.8693,263.7199,192.3783,103.579,69.3464,207.6812,137.6995,-0.073
China,1987,1086986.534,558382.634,538469.208,114.2554,103.6982,22.5211,1.799,27628.409,25.176,7.043,67.2876,64.9116,69.7951,54.6162,59.3171,12.2902,14.8695,5.1079,6.4133,40.8905,26686.586,53.9433,119.0656,94.8445,259.3505,187.0567,101.0292,66.4103,203.4343,132.5919,-0.154
China,1988,1106717.151,568185.768,547704.034,116.2385,103.7396,22.9351,1.644,26390.996,23.655,6.959,67.5808,65.2017,70.0937,54.9017,59.6132,12.4394,15.0223,5.1659,6.4709,40.9611,25490.068,54.0634,117.341,93.3398,254.6459,182.8522,98.3148,64.0276,198.7509,128.4263,-0.253
China,1989,1125062.453,577765.356,556649.367,118.1682,103.7934,23.3246,1.649,27195.685,23.962,6.929,67.8378,65.478,70.3313,55.1623,59.8422,12.5759,15.1326,5.2178,6.4986,40.9638,26267.235,54.0666,115.5028,91.9874,250.2194,179.373,95.8498,62.0813,194.4828,125.0504,-0.553
China,1990,1143766.993,587798.014,565906.238,120.1775,103.8684,23.6909,1.723,28202.492,24.436,6.964,68.0052,65.7141,70.4239,55.3691,59.8949,12.6782,15.127,5.2514,6.4517,40.7748,27243.357,53.7737,113.8188,91.062,246.4205,177.4814,93.7803,61.1627,191.0027,123.608,-0.251
China,1991,1163641.512,596666.471,573959.7,121.9402,103.9562,24.0947,1.193,22736.392,19.444,6.85,68.1688,66.0992,70.3328,55.7174,59.7562,12.8702,14.9982,5.338,6.3285,40.4306,21968.581,53.2907,111.4036,90.7736,240.5086,177.6707,90.7648,61.397,185.4771,124.306,-0.648
China,1992,1177610.829,603625.892,580187.498,123.3139,104.0398,24.5461,1.048,21083.903,17.811,6.594,68.7345,66.6077,70.9653,56.1486,60.3224,13.111,15.3378,5.4529,6.4955,39.7531,20381.857,52.2804,108.0373,87.6663,232.9469,169.8496,87.1844,57.7244,178.7674,117.3049,-0.738
China,1993,1190015.949,609978.248,585877.309,124.5683,104.1136,25.02,0.977,20132.48,16.834,6.441,69.2164,67.0064,71.5478,56.4561,60.8111,13.2788,15.6315,5.529,6.6374,38.8573,19474.791,50.9708,105.081,84.5561,227.1202,162.7738,84.6489,54.6551,173.9692,111.3745,-0.627
China,1994,1201695.166,616025.83,591260.846,125.759,104.1885,25.5252,0.926,19397.587,16.067,6.409,69.5201,67.4139,71.7364,56.7477,60.8858,13.4384,15.6479,5.6015,6.6078,37.7558,18779.074,49.3801,101.9008,82.6253,221.297,159.8764,82.3387,53.8354,169.4698,109.7936,-0.395
China,1995,1212878.184,621790.549,596353.877,126.89,104.2654,26.0528,0.865,18826.919,15.454,6.295,70.008,67.8329,72.3078,57.054,61.3245,13.6167,15.9154,5.6875,6.7404,36.5431,18242.999,47.6484,98.931,79.2628,215.5114,153.13,80.2052,51.2388,164.971,104.6616,-0.514
China,1996,1223410.668,627193.907,601104.929,127.9478,104.3402,26.6066,0.796,18083.906,14.722,6.312,70.2659,68.1522,72.5028,57.2364,61.3888,13.6999,15.9241,5.719,6.7121,35.2077,17540.59,45.7209,95.8385,77.1488,210.9167,150.1723,78.5826,50.4918,161.9426,103.2166,-0.451
China,1997,1233187.003,632266.997,605534.451,128.9377,104.4147,27.1797,0.746,17482.506,14.123,6.263,70.672,68.5578,72.9147,57.4973,61.6531,13.8386,16.0721,5.7843,6.7764,33.7659,16975.835,43.6459,92.4547,74.1875,205.292,145.1167,76.5833,48.7924,157.9899,99.9149,-0.405
China,1998,1242415.893,637069.098,609767.006,129.8788,104.4775,27.7594,0.709,16978.997,13.617,6.174,71.1721,68.9157,73.5865,57.6943,62.1678,13.9412,16.4004,5.8323,6.9606,32.3027,16505.48,41.5901,89.1793,70.3983,200.4329,137.7489,75.0391,46.0206,155.009,94.494,-0.353
China,1999,1251256.317,641657.142,613776.094,130.7743,104.5425,28.3439,0.665,16689.598,13.292,6.247,71.4188,69.3799,73.5825,57.9814,61.9706,14.0984,16.2294,5.9151,6.8311,30.6624,16244.905,39.2745,85.3072,68.2459,194.2252,136.637,72.7164,46.4683,150.8812,95.6235,-0.392
China,2000,1259610.155,646306.371,617792.698,131.677,104.6154,28.9192,0.71,17394.901,13.755,6.221,71.8807,69.7228,74.1893,58.1256,62.3762,14.1674,16.4848,5.9504,6.9761,28.885,16955.222,36.797,81.74,64.2569,189.7018,129.9447,71.6164,44.5303,148.6965,91.391,-0.435
China,2001,1268587.983,650868.368,621871.214,132.577,104.6629,29.4947,0.652,16472.561,12.943,6.038,72.6061,70.1623,75.2576,58.3685,63.2393,14.3007,17.0749,6.0269,7.3408,27.0113,16080.356,34.2181,77.8572,59.1072,184.0462,119.5213,69.8744,40.7845,145.3567,83.5608,-0.381
China,2002,1276891.18,655134.093,625792.027,133.4298,104.6888,30.0735,0.63,16315.491,12.735,6.063,72.985,70.5385,75.6401,58.5324,63.4278,14.3853,17.1856,6.0786,7.4009,25.0767,15952.15,31.5852,74.0858,55.9706,179.2974,115.2244,68.6372,39.9354,143.1193,81.5788,-0.373
China,2003,1284961.061,659272.48,629600.886,134.2576,104.7128,30.6407,0.607,16210.272,12.575,6.096,73.3714,70.9097,76.0445,58.6931,63.6105,14.469,17.2952,6.132,7.4621,23.1111,15875.068,28.9338,70.3633,52.5058,174.6943,110.7034,67.3788,39.1208,141.0112,79.7261,-0.409
China,2004,1292785.672,663407.422,633409.289,135.0851,104.736,31.1942,0.622,16482.67,12.707,6.138,73.7477,71.2753,76.4331,58.851,63.7888,14.5525,17.4048,6.1851,7.5251,21.2274,16169.913,26.4225,66.6948,49.2309,170.2361,106.4305,66.1283,38.315,139.0288,77.9822,-0.353
China,2005,1300847.75,667605.485,637282.076,135.9258,104.7582,31.7338,0.619,16663.108,12.766,6.178,74.1111,71.6188,76.8191,59.0057,64.0014,14.6374,17.5432,6.2416,7.6078,19.468,16374.316,24.106,63.3301,46.3938,166.1543,102.412,64.9489,37.3981,137.1957,76.045,-0.398
China,2006,1308927.373,671873.968,641212.6,136.7799,104.7818,32.2592,0.634,16933.4,12.892,6.199,74.5037,72.0433,77.1666,59.2585,64.1861,14.7892,17.6649,6.3349,7.6793,17.8658,16665.077,22.0232,59.8954,43.7887,161.1625,98.7964,63.2131,36.6128,134.2615,74.3837,-0.36
China,2007,1317245.762,676255.347,645257.876,137.6576,104.8039,32.7633,0.646,17286.419,13.077,6.289,74.7619,72.2481,77.4923,59.3059,64.3669,14.8086,17.7843,6.3475,7.7477,16.4396,17035.203,20.178,57.3039,41.4237,158.7647,95.3991,62.6518,35.8085,133.742,72.726,-0.332
China,2008,1325780.685,680746.764,649420.385,138.5591,104.8237,33.2421,0.66,17787.573,13.368,6.422,74.8719,72.3895,77.5624,59.3575,64.3612,14.8767,17.8452,6.3914,7.7895,15.281,17547.938,18.9177,56.2732,41.3944,157.7899,95.6764,62.8684,37.0089,133.8231,73.8837,-0.353
China,2009,1334553.612,685394.598,653730.998,139.4922,104.8435,33.6807,0.683,18085.283,13.502,6.414,75.3434,72.8305,78.0655,59.6159,64.6851,14.9944,17.998,6.4487,7.8633,14.0297,17862.24,17.1048,52.0397,37.3056,151.374,89.2755,60.2442,34.3693,129.6065,69.6681,-0.262
China,2010,1343697.578,690079.84,658111.528,140.4366,104.8576,34.0829,0.667,17941.969,13.308,6.481,75.5991,73.0797,78.3255,59.7539,64.8493,15.0814,18.1144,6.4914,7.9258,13.0265,17736.995,15.8641,49.8832,35.7373,148.5556,87.1393,59.1564,33.6804,128.1225,68.689,-0.161
China,2011,1352685.158,694657.622,662437.859,141.3641,104.8638,34.4539,0.65,17826.962,13.136,6.528,75.9032,73.3681,78.644,59.9244,65.0549,15.1839,18.2526,6.5395,7.9994,12.0628,17638.791,14.6391,47.4717,33.7608,145.0773,84.338,57.7331,32.674,126.0684,67.2646,-0.109
China,2012,1361505.803,699508.339,667052.479,142.3501,104.8656,34.7756,0.74,19235.424,14.07,6.584,76.1923,73.613,78.9832,60.0616,65.2951,15.2671,18.4223,6.5761,8.0945,11.1837,19047.569,13.5483,45.386,31.9838,142.1144,81.5761,56.5514,31.6458,124.4073,65.7178,-0.091
China,2013,1371615.833,704375.33,671724.978,143.3438,104.8607,35.06,0.652,18255.844,13.269,6.65,76.4523,73.8836,79.223,60.2299,65.4419,15.3675,18.5217,6.6242,8.1428,10.3653,18090.917,12.5414,43.3016,30.4775,138.7705,79.5317,55.1962,30.9538,122.3062,64.8051,-0.1
China,2014,1380584.782,708982.179,676207.49,144.2906,104.8468,35.3237,0.665,18711.604,13.506,6.715,76.7173,74.1344,79.4993,60.3824,65.632,15.4485,18.6516,6.6656,8.2129,9.6038,18555.257,11.6083,41.3506,28.9901,135.5972,77.2201,53.9007,30.12,120.3294,63.5486,-0.143
China,2015,1389794.555,713260.083,680455.365,145.1787,104.821,35.6016,0.563,17446.888,12.522,6.782,76.9771,74.3785,79.772,60.5354,65.8222,15.5427,18.7991,6.7062,8.2831,8.8979,17312.046,10.7442,39.5122,27.5609,132.5249,74.9309,52.5721,29.277,118.3702,62.2697,-0.112
China,2016,1397636.342,717314.568,684575.113,146.0302,104.7824,35.8993,0.607,18283.156,13.038,6.863,77.2177,74.5822,80.053,60.6555,66.0279,15.6117,18.9602,6.7342,8.3647,8.2507,18152.326,9.9642,37.8962,26.2437,129.8905,72.6546,51.384,28.4308,116.757,60.9179,-0.109
China,2017,1406143.019,721400.822,688875.134,146.9037,104.7216,36.2011,0.586,18427.645,13.065,7.077,77.2476,74.4325,80.3206,60.4296,66.2244,15.441,19.1125,6.6188,8.4429,7.6392,18305.727,9.2228,37.2218,25.0,130.9799,70.4535,51.8108,27.6102,118.7584,59.5872,-0.128
China,2018,1414408.894,724608.064,692461.405,147.6114,104.6424,36.5519,0.376,15504.679,10.948,6.981,77.7444,75.0464,80.6373,60.9677,66.4782,15.7861,19.3071,6.8215,8.5543,7.0792,15409.744,8.5508,34.7289,23.7811,123.9144,67.9747,48.5691,26.643,112.6413,57.8836,-0.209
China,2019,1419730.043,726781.914,695082.116,148.1108,104.5606,36.9663,0.3,14633.834,10.293,7.078,77.968,75.2983,80.8156,61.1533,66.5975,15.8884,19.3952,6.8798,8.597,6.5594,14550.912,7.931,33.2324,22.8355,120.6895,66.3476,47.0467,26.0843,110.2281,56.9692,-0.213
China,2020,1423998.019,727993.76,696936.022,148.4302,104.4563,37.4379,0.131,12243.398,8.597,7.265,78.0766,75.305,81.0584,61.1025,66.7859,15.7896,19.5276,6.7791,8.6786,6.0836,12179.125,7.3653,32.2423,21.8075,119.1911,64.1557,46.2978,25.2842,109.4128,55.4374,-0.024
China,2021,1425861.543,728050.458,697843.007,148.5306,104.3287,37.9478,0.004,10881.567,7.633,7.448,78.2107,75.4634,81.1546,61.2037,66.8316,15.7902,19.5228,6.7874,8.6829,5.6543,10828.527,6.8583,30.8955,20.9296,115.9552,62.328,44.8637,24.6667,106.8692,54.2065,-0.14
China,2022,1425925.386,727644.037,698243.3,148.5299,104.2107,38.4667,-0.005,10757.794,7.544,7.379,78.5865,75.9628,81.3425,61.739,67.0551,16.2716,19.7287,7.0685,8.7859,5.8803,10703.232,7.122,30.7275,21.1443,113.5602,62.4176,44.2912,24.6284,104.0677,53.8877,-0.218
